id,rank_id,epithet,parent_id,accepted_id,author,year
420,13,Quesnelia,358,,,
421,14,Billbergiopsis,420,,,
422,14,Quesnelia,420,,,
423,13,Rokautskyia,358,,,
424,13,Ronnbergia,358,,,
425,13,Sincoraea,358,,,
426,13,Ursulaea,358,,,
427,13,Wittmackia,358,,,
428,13,Wittrockia,358,,,
429,13,×Hohenmea,358,,,
430,13,Connellia,359,,,
431,13,Lindmania,359,,,
432,13,Brewcaria,362,,,
433,13,Cottendorfia,362,,,
434,13,Navia,362,,,
435,13,Sequencia,362,,,
436,13,Steyerbromelia,362,,,
437,13,Deuterocohnia,363,,,
438,13,Dyckia,363,,,
439,13,Encholirium,363,,,
440,13,Fosterella,363,,,
441,13,Pitcairnia,363,,,
442,14,Pepinia,441,,,
443,14,Pitcairnia,441,,,
444,13,Puya,364,,,
445,14,Puya,444,,,
446,14,Puyopsis,444,,,
447,11,Catopsideae,360,,,
448,13,Catopsis,477,,,
449,11,Glomeropitcairnieae,360,,,
450,13,Glomeropitcairnia,449,,,
451,11,Tillandsieae,360,,,
452,13,Barfussia,451,,,
453,13,Gregbrownia,451,,,
454,13,Guzmania,451,,,
455,13,Lemeltonia,451,,,
456,13,Pseudalcantarea,451,,,
457,13,Racinaea,451,,,
458,13,Tillandsia,451,,,
459,14,Aerobia,458,,,
460,14,Allardtia,458,,,
461,14,Anoplophytum,458,,,
462,14,Diaphoranthema,458,,,
463,14,Phytarrhiza,458,,,
464,14,Pseudovriesea,458,,,
465,14,Tillandsia,458,,,
466,14,Viridantha,458,,,
467,13,Wallisia,466,,,
468,13,×Guzlandsia,466,,,
469,11,Vrieseeae,360,,,
470,12,Cipuropsidinae,469,,,
471,13,Cipuropsis,470,,,
472,13,Goudaea,470,,,
473,13,Jagrantia,470,,,
474,13,Josemania,470,,,
475,13,Lutheria,470,,,
476,13,Mezobromelia,470,,,
477,13,Werauhia,470,,,
478,13,Zizkaea,470,,,
479,12,Vrieseinae,469,,,
480,13,Alcantarea,479,,,
481,13,Stigmatodon,479,,,
482,13,Vriesea,479,,,
483,13,Waltillia,479,,,
484,13,Hechtia,361,,,
